Date,News_Based_Policy_Uncert_Index
1962-10-01,43.53244520401565
1962-09-01,49.97210136708532
1962-08-01,55.1224660760168
1962-07-01,51.63606124673852
1962-06-01,53.72514221301877
1962-05-01,29.902373572964684
1962-04-01,35.0668739173443
1962-03-01,31.648828369135135
1962-02-01,28.510250556971158
1962-01-01,43.64852336764313
1961-12-01,34.20831927921978
1961-11-01,37.85669122703419
1961-10-01,29.784791460701996
1961-09-01,34.108347442355516
1961-08-01,39.54564036159648
1961-07-01,34.11669695029579
1961-06-01,42.024407013901886
1961-05-01,34.99201728182655
1961-04-01,22.45348638091934
1961-03-01,29.45774560576379
1961-02-01,30.76358790350319
1961-01-01,45.98219231541418
1960-12-01,33.63793008993715
1960-11-01,49.29368717755681
1960-10-01,32.35335051428167
1960-09-01,33.1234685274878
1960-08-01,37.13847796327752
1960-07-01,38.62143058650063
1960-06-01,33.49145438320502
1960-05-01,34.76274290540455
1960-04-01,34.0780980715302
1960-03-01,26.086863294065513
1960-02-01,43.3934077457059
1960-01-01,45.83526468323009
1959-12-01,33.62504651024936
1959-11-01,27.31973815284862
1959-10-01,26.407219170591947
1959-09-01,33.905358828286744
1959-08-01,30.14625773612867
1959-07-01,31.604961965839355
1959-06-01,27.022289710706684
1959-05-01,26.526942372290964
1959-04-01,30.383096307410487
1959-03-01,32.481578804814255
1959-02-01,35.48417150762269
1959-01-01,32.461145847494585
1958-12-01,36.66877924641391
1958-11-01,34.48323812628953
1958-10-01,30.090589410784215
1958-09-01,23.56076300712799
1958-08-01,30.38144418649596
1958-07-01,44.65729506255288
1958-06-01,42.00758946019788
1958-05-01,53.7462938058932
1958-04-01,39.66128882561391
1958-03-01,39.760890231779854
1958-02-01,41.427324588497875
1958-01-01,49.83979833887114
1957-12-01,44.43880762806614
1957-11-01,38.60612439004579
1957-10-01,23.647540102517873
1957-09-01,25.656452457066372
1957-08-01,37.40061695125502
1957-07-01,41.4312363366722
1957-06-01,40.46621991584874
1957-05-01,32.47182166022034
1957-04-01,30.692183682093845
1957-03-01,30.222922073454257
1957-02-01,43.27649240870019
1957-01-01,56.511062591762276
1956-12-01,40.628290754980405
1956-11-01,48.464211349250895
1956-10-01,33.70362967859227
1956-09-01,21.94447014973539
1956-08-01,28.82600568422438
1956-07-01,40.88738480261766
1956-06-01,29.77559737076955
1956-05-01,30.228871190469373
1956-04-01,38.203584758788715
1956-03-01,45.707925426373485
1956-02-01,50.98711111495488
1956-01-01,51.984458727128256
1955-12-01,28.03238013890247
1955-11-01,36.9756218110654
1955-10-01,30.72699675912254
1955-09-01,30.29513383378596
1955-08-01,32.80234215510885
1955-07-01,26.707142089798708
1955-06-01,23.621898889579736
1955-05-01,35.33110213446035
1955-04-01,40.43146610773178
1955-03-01,42.571599832855334
1955-02-01,53.74164119632222
1955-01-01,55.49054824371559
1954-12-01,32.90335860654239
1954-11-01,42.83280533547305
1954-10-01,43.427094713411684
1954-09-01,44.30973475554137
1954-08-01,36.31647001784986
1954-07-01,35.61130332328824
1954-06-01,57.60301079567418
1954-05-01,36.600582954852065
1954-04-01,33.644027379231595
1954-03-01,54.56203406390518
1954-02-01,66.41369013813411
1954-01-01,70.05537951615072
1953-12-01,52.979109603817804
1953-11-01,56.218007457702484
1953-10-01,47.951668617818875
1953-09-01,33.66580129567921
1953-08-01,44.87316725630944
1953-07-01,53.86238678674862
1953-06-01,74.4491617495929
1953-05-01,44.27015053111824
1953-04-01,58.25757665684444
1953-03-01,72.7611016487066
1953-02-01,42.601204654265565
1953-01-01,42.51709465990363
1952-12-01,48.10459722731584
1952-11-01,50.28921967930838
1952-10-01,63.92606278352475
1952-09-01,40.62543102998932
1952-08-01,41.55663453666958
1952-07-01,58.37101735389985
1952-06-01,65.03535455273229
1952-05-01,62.85959280304371
1952-04-01,42.34791155136409
1952-03-01,43.06722869860178
1952-02-01,42.19240474420677
1952-01-01,70.91930539940097
1951-12-01,35.97960774940601
1951-11-01,41.27049163944055
1951-10-01,45.350296812981476
1951-09-01,51.520909159856856
1951-08-01,55.52988798387783
1951-07-01,88.51915687797602
1951-06-01,60.47436731067962
1951-05-01,65.61259670993394
1951-04-01,60.767741015139976
1951-03-01,54.941666260777765
1951-02-01,51.64266973039666
1951-01-01,97.29051129750164
1950-12-01,67.387685799085
1950-11-01,72.26731752783783
1950-10-01,55.63600156172033
1950-09-01,57.42730810684411
1950-08-01,66.34370837060634
1950-07-01,78.2022174127543
1950-06-01,60.90484482520447
1950-05-01,41.587580317207745
1950-04-01,42.239508711805925
1950-03-01,39.71388998477623
1950-02-01,49.59324707467922
1950-01-01,74.30217484849709
1949-12-01,48.7278320600217
1949-11-01,37.55261207539221
1949-10-01,48.691026065836
1949-09-01,53.80079157023095
1949-08-01,52.86466133526296
1949-07-01,66.25606446738236
1949-06-01,56.18190528184361
1949-05-01,44.31493560254587
1949-04-01,54.1527896370084
1949-03-01,58.47041131887473
1949-02-01,72.50230394562801
1949-01-01,102.56136970398467
1948-12-01,58.426989432416946
1948-11-01,68.20144054855396
1948-10-01,68.99615516012895
1948-09-01,76.21752381726236
1948-08-01,51.403927145325454
1948-07-01,65.23048262738256
1948-06-01,54.7126956375284
1948-05-01,51.275861844300124
1948-04-01,64.30473926919564
1948-03-01,52.88775398499661
1948-02-01,63.112589561386514
1948-01-01,88.50567320055694
1947-12-01,87.83045212364802
1947-11-01,101.66552010315267
1947-10-01,63.51749994911288
1947-09-01,84.24446070543172
1947-08-01,82.97003093091038
1947-07-01,83.29163886319715
1947-06-01,104.32713875676585
1947-05-01,120.83938347921335
1947-04-01,114.07220730991163
1947-03-01,96.71560285369945
1947-02-01,112.75977134574201
1947-01-01,84.6543052300598
1946-12-01,88.53723389605433
1946-11-01,84.51598640730481
1946-10-01,86.23241409106895
1946-09-01,89.02879543273318
1946-08-01,85.67447137325006
1946-07-01,126.34390957020052
1946-06-01,86.77042763731785
1946-05-01,82.59567366718197
1946-04-01,97.83711883595174
1946-03-01,111.86947820538491
1946-02-01,81.0928363240727
1946-01-01,96.19151750170758
1945-12-01,102.8849779620424
1945-11-01,97.89179440702468
1945-10-01,133.8118665345957
1945-09-01,130.2259492025191
1945-08-01,153.8819499421867
1945-07-01,110.39331187255513
1945-06-01,96.85577382994606
1945-05-01,85.48607032008137
1945-04-01,92.11566852802477
1945-03-01,100.26225453175348
1945-02-01,74.43086247309559
1945-01-01,71.29604823682662
1944-12-01,112.77466265981474
1944-11-01,88.47981713781377
1944-10-01,108.25918653335843
1944-09-01,112.82067015254684
1944-08-01,77.21968702851397
1944-07-01,84.69594164055167
1944-06-01,70.1456979290166
1944-05-01,90.37671865780241
1944-04-01,145.52221811464113
1944-03-01,74.79618122778486
1944-02-01,97.86571608586252
1944-01-01,83.61191324496997
1943-12-01,91.57743272335684
1943-11-01,99.65400732510192
1943-10-01,88.57620320551825
1943-09-01,117.49409792876942
1943-08-01,94.3831489186189
1943-07-01,114.34810409402495
1943-06-01,115.06925857752633
1943-05-01,132.8748991262495
1943-04-01,102.49928551894519
1943-03-01,148.20717390224885
1943-02-01,90.9702227226606
1943-01-01,108.8162402175013
1942-12-01,149.38410631697076
1942-11-01,99.95901996210368
1942-10-01,124.66378409487236
1942-09-01,157.62344816756035
1942-08-01,133.36690517976632
1942-07-01,139.49931130441632
1942-06-01,117.37763451721567
1942-05-01,164.77327924823302
1942-04-01,159.5512436077894
1942-03-01,114.48397807417099
1942-02-01,121.45503929983147
1942-01-01,159.56657943870007
1941-12-01,153.6473932240066
1941-11-01,100.07340896174681
1941-10-01,88.13531658837046
1941-09-01,82.73214033644531
1941-08-01,104.92664379893692
1941-07-01,109.49183172510857
1941-06-01,119.29387251965694
1941-05-01,97.11018563355648
1941-04-01,95.02480897425949
1941-03-01,118.57723729067513
1941-02-01,129.5619151326996
1941-01-01,137.09921672382143
1940-12-01,123.10249278756724
1940-11-01,110.3993869360077
1940-10-01,142.43764168967917
1940-09-01,149.9004867104374
1940-08-01,164.37321409404075
1940-07-01,123.62146619592218
1940-06-01,175.17171346708648
1940-05-01,141.49615502681337
1940-04-01,135.11533807586582
1940-03-01,131.36606080582737
1940-02-01,113.58857299017698
1940-01-01,154.6080681970457
1939-12-01,108.22851487153702
1939-11-01,121.60172985636864
1939-10-01,177.3422891869985
1939-09-01,176.26789198957326
1939-08-01,115.0452546682748
1939-07-01,111.34065134045449
1939-06-01,97.01209558463971
1939-05-01,126.94541493814256
1939-04-01,135.25787980858172
1939-03-01,98.46559155873192
1939-02-01,112.44357170165081
1939-01-01,117.27754414252796
1938-12-01,98.23370194157972
1938-11-01,108.01870292400508
1938-10-01,131.2366323198322
1938-09-01,174.96390184532552
1938-08-01,107.33711043908492
1938-07-01,93.91314644858265
1938-06-01,131.38910159526324
1938-05-01,140.77485237103264
1938-04-01,137.31458513182827
1938-03-01,126.12654083642272
1938-02-01,139.51975907896394
1938-01-01,201.80568067673786
1937-12-01,163.9070641032671
1937-11-01,176.98934281763334
1937-10-01,95.1933549419979
1937-09-01,127.65160402143157
1937-08-01,121.74901310202308
1937-07-01,115.51488670761272
1937-06-01,135.75522006415443
1937-05-01,99.70653439812457
1937-04-01,111.24967356094558
1937-03-01,87.29718009033766
1937-02-01,94.69801501219614
1937-01-01,131.32049782993326
1936-12-01,72.99134655355822
1936-11-01,92.31229314269629
1936-10-01,95.13304882431039
1936-09-01,90.53437396301003
1936-08-01,103.09708657990397
1936-07-01,94.56177060135178
1936-06-01,152.52735896454763
1936-05-01,151.99956930557246
1936-04-01,121.05549274861686
1936-03-01,121.74530879503985
1936-02-01,127.45201596117342
1936-01-01,194.16576978217967
1935-12-01,139.05931372094452
1935-11-01,109.43263689951607
1935-10-01,139.11769359900072
1935-09-01,157.3226584405195
1935-08-01,127.00142405972947
1935-07-01,138.3331213799459
1935-06-01,173.8664638584644
1935-05-01,211.27811223591556
1935-04-01,150.29062432191455
1935-03-01,235.13955384087492
1935-02-01,182.12684617271893
1935-01-01,180.55110806817908
1934-12-01,130.18016396820596
1934-11-01,125.50658801970407
1934-10-01,169.45937575433837
1934-09-01,169.56880098262388
1934-08-01,126.76834906434266
1934-07-01,130.16630986008857
1934-06-01,160.84019426568508
1934-05-01,154.95523584751695
1934-04-01,129.27527585833482
1934-03-01,143.81594023201114
1934-02-01,101.67915195285106
1934-01-01,134.865223268356
1933-12-01,136.4877097270246
1933-11-01,129.85966732801418
1933-10-01,105.7411468184165
1933-09-01,94.4877585478262
1933-08-01,80.52570692493533
1933-07-01,66.61824937836379
1933-06-01,121.16543657988005
1933-05-01,112.60130109299809
1933-04-01,132.79525652610937
1933-03-01,99.44382494687166
1933-02-01,119.43471027116054
1933-01-01,131.82769154208142
1932-12-01,141.06623315833602
1932-11-01,174.456337702479
1932-10-01,116.12869037473916
1932-09-01,64.88173694213643
1932-08-01,74.71379744047712
1932-07-01,113.46255246660643
1932-06-01,165.58563376966228
1932-05-01,190.28506370037508
1932-04-01,114.77009874555813
1932-03-01,108.30660166274417
1932-02-01,100.16490534423338
1932-01-01,117.84519214464297
1931-12-01,100.78182062922576
1931-11-01,60.72800120982355
1931-10-01,75.6224639434712
1931-09-01,64.16844299805352
1931-08-01,72.82309693037847
1931-07-01,53.063812287297075
1931-06-01,72.94316092831994
1931-05-01,69.72013973416554
1931-04-01,58.74478192851096
1931-03-01,77.17323501894387
1931-02-01,71.97429202823389
1931-01-01,70.5644105645626
1930-12-01,63.62250223486041
1930-11-01,77.88690680233907
1930-10-01,57.40713445101326
1930-09-01,61.070212497551225
1930-08-01,59.10830039000635
1930-07-01,52.835908504458885
1930-06-01,87.94817499957607
1930-05-01,52.36449098915503
1930-04-01,56.55649221260499
1930-03-01,65.1767183158275
1930-02-01,78.42321636737569
1930-01-01,63.7197032501012
1929-12-01,75.81005004910357
1929-11-01,59.977153001544345
1929-10-01,55.104366832096595
1929-09-01,65.50800189795457
1929-08-01,65.56918223209011
1929-07-01,71.42847721147822
1929-06-01,79.38507671864942
1929-05-01,68.06065465734811
1929-04-01,81.8770381124292
1929-03-01,74.9243502494057
1929-02-01,90.89050603638081
1929-01-01,65.4403834782821
1928-12-01,45.02996316229694
1928-11-01,61.008883991136344
1928-10-01,54.07630310641801
1928-09-01,54.61353874820045
1928-08-01,75.01540211505429
1928-07-01,62.90781547135181
1928-06-01,47.83356790257853
1928-05-01,41.83208680394491
1928-04-01,51.794820435427155
1928-03-01,44.91890803893876
1928-02-01,49.887643167866955
1928-01-01,61.20853132030622
1927-12-01,64.52144122771645
1927-11-01,49.07159174806838
1927-10-01,50.89272537302138
1927-09-01,53.29942102866044
1927-08-01,54.52116814926583
1927-07-01,65.68305262875558
1927-06-01,57.77877275341598
1927-05-01,52.670051863590324
1927-04-01,51.70291657917243
1927-03-01,43.034838238340136
1927-02-01,50.01869414032078
1927-01-01,59.18453502772188
1926-12-01,62.091615879273895
1926-11-01,84.53487837291944
1926-10-01,58.721141041343785
1926-09-01,62.540918681887675
1926-08-01,66.77394880948424
1926-07-01,64.70725667461083
1926-06-01,49.910172762939155
1926-05-01,59.49648953601027
1926-04-01,39.02774120226667
1926-03-01,43.111695199628855
1926-02-01,54.62722245819662
1926-01-01,52.51621940318943
1925-12-01,53.24467878006181
1925-11-01,66.76322854507468
1925-10-01,69.76167983267584
1925-09-01,53.3688101070709
1925-08-01,58.132348854968306
1925-07-01,33.300534401287706
1925-06-01,55.5961728530363
1925-05-01,65.02545664447301
1925-04-01,62.05057215789936
1925-03-01,65.35820713216543
1925-02-01,47.30826012928219
1925-01-01,78.596207503494
1924-12-01,77.57885663361103
1924-11-01,100.6583931205435
1924-10-01,104.7444659815001
1924-09-01,58.98926618940623
1924-08-01,85.83227485073701
1924-07-01,73.27120694614364
1924-06-01,91.37962273045068
1924-05-01,123.79964336181709
1924-04-01,81.89933804046842
1924-03-01,77.11322524581503
1924-02-01,60.34196797048389
1924-01-01,80.4895528887787
1923-12-01,65.94435444335485
1923-11-01,62.571901505495674
1923-10-01,67.12431698118907
1923-09-01,63.22358541583297
1923-08-01,66.01486963108823
1923-07-01,86.3769561495558
1923-06-01,62.72443004983847
1923-05-01,64.41382370123874
1923-04-01,61.305184098113486
1923-03-01,48.19808652695941
1923-02-01,57.68766902746964
1923-01-01,79.20949256764281
1922-12-01,50.35531192450374
1922-11-01,57.14483988214248
1922-10-01,48.91262511818868
1922-09-01,66.15134370896557
1922-08-01,65.63348900131953
1922-07-01,68.23257895305525
1922-06-01,65.63611905927766
1922-05-01,58.81778641053708
1922-04-01,60.35594802503871
1922-03-01,60.037125731603346
1922-02-01,72.63362162818464
1922-01-01,74.33351328557548
1921-12-01,72.67908088348322
1921-11-01,55.612923729214614
1921-10-01,65.59640888841709
1921-09-01,103.87069405028832
1921-08-01,101.42925940376023
1921-07-01,73.96172681089344
1921-06-01,77.66835269032663
1921-05-01,70.17089462511676
1921-04-01,69.65597372860148
1921-03-01,68.96780980309302
1921-02-01,49.32485521651397
1921-01-01,51.590194517671776
1920-12-01,60.074213253119765
1920-11-01,50.89763728408118
1920-10-01,71.99479166307925
1920-09-01,53.84872530259435
1920-08-01,82.25346978806826
1920-07-01,62.1296146603082
1920-06-01,93.43032707638433
1920-05-01,52.23473652414534
1920-04-01,49.13420194469946
1920-03-01,65.55603935091351
1920-02-01,66.25150076117899
1920-01-01,54.078177485751546
1919-12-01,111.76301642268596
1919-11-01,95.68795401040299
1919-10-01,85.01288214603953
1919-09-01,88.6717743256864
1919-08-01,100.90606308544436
1919-07-01,107.82407863510451
1919-06-01,95.63216714723508
1919-05-01,98.17317356547323
1919-04-01,84.65274942112684
1919-03-01,107.28391659080529
1919-02-01,132.6922767919747
1919-01-01,149.58828771788814
1918-12-01,190.02242833526182
1918-11-01,170.38886046257835
1918-10-01,79.39411522768857
1918-09-01,80.35545697598464
1918-08-01,83.83832048778693
1918-07-01,130.3661201787657
1918-06-01,101.37991803474318
1918-05-01,113.96063358357577
1918-04-01,89.73483634374283
1918-03-01,87.71702624382054
1918-02-01,122.75621417077195
1918-01-01,115.80137780969818
1917-12-01,105.82508641465719
1917-11-01,88.6031705603564
1917-10-01,83.21429293338666
1917-09-01,99.19682175722777
1917-08-01,107.93906032386494
1917-07-01,119.24156770505328
1917-06-01,77.69361606395246
1917-05-01,58.12508841328111
1917-04-01,90.78648909629082
1917-03-01,60.65441885590805
1917-02-01,88.45736903749521
1917-01-01,45.764660592129125
1916-12-01,69.31711854300063
1916-11-01,67.06038064265796
1916-10-01,78.60932075021475
1916-09-01,60.5464753504158
1916-08-01,91.2321172263772
1916-07-01,68.74646264361522
1916-06-01,87.2205750219238
1916-05-01,83.1928820390234
1916-04-01,87.1496745862642
1916-03-01,100.26907045660268
1916-02-01,89.881971417118
1916-01-01,74.10184592684229
1915-12-01,81.6601138954894
1915-11-01,88.13450164083413
1915-10-01,83.71015146616607
1915-09-01,96.68174548787243
1915-08-01,125.6023813982912
1915-07-01,92.43446118700427
1915-06-01,93.63154503171512
1915-05-01,102.53114255900125
1915-04-01,69.8942717968347
1915-03-01,111.8042824024795
1915-02-01,117.58581656967498
1915-01-01,98.92425884939938
1914-12-01,74.59051810407418
1914-11-01,110.18187002995059
1914-10-01,81.64744516560664
1914-09-01,135.1475655466202
1914-08-01,167.9369055842178
1914-07-01,113.56249466901484
1914-06-01,120.92258221405741
1914-05-01,62.889375431189144
1914-04-01,75.95466619373012
1914-03-01,59.83611521746364
1914-02-01,73.83674349327819
1914-01-01,102.7545863562316
1913-12-01,115.13215771010212
1913-11-01,100.83190285963947
1913-10-01,91.99557489562743
1913-09-01,82.99121956685464
1913-08-01,80.75226234003162
1913-07-01,78.6591066360698
1913-06-01,88.08856823424169
1913-05-01,78.89040356410464
1913-04-01,100.68076713472237
1913-03-01,80.47925491536525
1913-02-01,78.93478116176412
1913-01-01,68.7078044959379
1912-12-01,72.43675252925222
1912-11-01,95.51644459707796
1912-10-01,44.154820637501366
1912-09-01,43.40500963517748
1912-08-01,57.15520453308165
1912-07-01,56.04842428400875
1912-06-01,61.58728930073076
1912-05-01,35.75909035469244
1912-04-01,40.402335437615406
1912-03-01,59.91710618534567
1912-02-01,72.16987202833614
1912-01-01,57.02069373790545
1911-12-01,74.02960453205472
1911-11-01,67.7476407172625
1911-10-01,75.9791887059593
1911-09-01,62.395480181110855
1911-08-01,71.26988101229686
1911-07-01,55.89784420513916
1911-06-01,65.3682383954761
1911-05-01,74.98354507499823
1911-04-01,86.71923411480918
1911-03-01,66.21092378248433
1911-02-01,77.77629619581889
1911-01-01,46.55912331082926
1910-12-01,57.851517933953275
1910-11-01,86.7609446114407
1910-10-01,56.070716803434024
1910-09-01,71.81888153305813
1910-08-01,42.80038524075554
1910-07-01,63.35991873004494
1910-06-01,82.6605731255287
1910-05-01,62.06953080103969
1910-04-01,64.63380026713276
1910-03-01,57.84240533877445
1910-02-01,83.88425389437937
1910-01-01,79.9112364825519
1909-12-01,77.90698414618835
1909-11-01,48.36732890441066
1909-10-01,55.31691996679614
1909-09-01,48.982962499186854
1909-08-01,79.35566452120231
1909-07-01,76.75909349821522
1909-06-01,62.3469611682441
1909-05-01,74.62185654115257
1909-04-01,84.10680865793373
1909-03-01,112.70161372610481
1909-02-01,102.30043832008371
1909-01-01,100.4308004994919
1908-12-01,74.44730959610128
1908-11-01,57.98059080647804
1908-10-01,71.20596689960766
1908-09-01,44.90950650781523
1908-08-01,43.24493171320281
1908-07-01,34.748673947482125
1908-06-01,62.429033793765235
1908-05-01,64.18028196317204
1908-04-01,67.4650095030536
1908-03-01,75.55497147023618
1908-02-01,66.82783906747673
1908-01-01,64.22721553264995
1907-12-01,63.56571520880701
1907-11-01,46.8754711271998
1907-10-01,42.45763312420831
1907-09-01,54.23378060489044
1907-08-01,52.806111059085524
1907-07-01,59.45341585440891
1907-06-01,46.69207088845852
1907-05-01,52.231291518650906
1907-04-01,43.28167843847676
1907-03-01,50.18377287672286
1907-02-01,43.75566674282699
1907-01-01,25.74542991080432
1906-12-01,56.331500015055646
1906-11-01,60.36237129334769
1906-10-01,51.17484539286658
1906-09-01,35.03742467682737
1906-08-01,55.59409103251172
1906-07-01,62.77704602622871
1906-06-01,73.5676329995582
1906-05-01,53.650515244533985
1906-04-01,56.53477756506911
1906-03-01,50.29425012819165
1906-02-01,83.58761299115976
1906-01-01,49.47076786858465
1905-12-01,67.78009785504985
1905-11-01,89.725279231726
1905-10-01,61.38209291969996
1905-09-01,41.45171374567567
1905-08-01,78.31179081331918
1905-07-01,62.31691182999588
1905-06-01,63.332884697681095
1905-05-01,59.888568204346626
1905-04-01,51.6513600345794
1905-03-01,59.44042855412559
1905-02-01,75.37716473503961
1905-01-01,77.1480457314577
1904-12-01,54.96036560242928
1904-11-01,64.5849256407956
1904-10-01,70.02444114422651
1904-09-01,69.98421977900226
1904-08-01,63.715695189945315
1904-07-01,104.23482742674295
1904-06-01,76.41829725575515
1904-05-01,71.89673124861837
1904-04-01,58.723111732658865
1904-03-01,77.33170527168781
1904-02-01,77.57004038299085
1904-01-01,78.07767861197703
1903-12-01,70.5958379050086
1903-11-01,57.137105289161426
1903-10-01,55.44319238324156
1903-09-01,58.79382695296933
1903-08-01,63.712968820005635
1903-07-01,51.20858422087013
1903-06-01,50.68080937912294
1903-05-01,49.62960114341295
1903-04-01,69.2879582384284
1903-03-01,61.63963115840424
1903-02-01,73.84428546229611
1903-01-01,64.4139644649041
1902-12-01,78.1054609143515
1902-11-01,92.38393443975258
1902-10-01,92.37185839898716
1902-09-01,52.50782544356536
1902-08-01,48.456306358148616
1902-07-01,39.2984149135336
1902-06-01,54.03828209954182
1902-05-01,65.61647141503843
1902-04-01,84.91227316837413
1902-03-01,55.01608578807149
1902-02-01,78.6275459405724
1902-01-01,80.28248212841437
1901-12-01,112.02224382537463
1901-11-01,94.66475033548646
1901-10-01,115.47317621098121
1901-09-01,83.678516684529
1901-08-01,79.44427154424193
1901-07-01,73.20129926475552
1901-06-01,74.8265565450476
1901-05-01,86.54668749552884
1901-04-01,82.40297561791269
1901-03-01,124.65230074322425
1901-02-01,82.14878607272126
1901-01-01,104.35173535513471
1900-12-01,64.2245928833058
1900-11-01,95.54674582820104
1900-10-01,103.01507322329455
1900-09-01,92.60063639827338
1900-08-01,99.2813540425858
1900-07-01,102.41327151079386
1900-06-01,103.10805132857443
1900-05-01,89.71535168901089
1900-04-01,87.03698956783337
1900-03-01,166.5197859047012
1900-02-01,121.12039220696359
1900-01-01,139.9061923834578
